timestamp,pulgar,indice,corazon,anular,menique,gesto
3139,880,746,722,802,735,punio
3223,880,753,722,803,734,punio
3302,880,737,722,803,734,punio
3380,880,731,722,803,735,punio
3459,880,747,723,802,735,punio
3536,880,744,723,802,735,punio
3615,880,718,722,802,735,punio
3693,880,735,723,803,735,punio
3772,880,739,722,802,734,punio
3850,880,744,722,803,734,punio
3929,880,741,722,803,735,punio
4007,880,742,721,803,735,punio
4085,880,743,719,802,735,punio
4164,880,739,719,802,735,punio
4242,880,737,719,803,735,punio
4321,880,731,719,803,735,punio
4399,880,736,719,802,734,punio
4477,880,761,719,802,735,punio
4555,880,754,719,802,735,punio
4634,880,722,719,803,735,punio
4712,880,722,724,807,736,punio
4791,880,752,708,823,750,punio
4869,880,773,698,826,755,punio
4947,880,783,780,825,742,punio
5026,880,795,804,830,743,punio
5104,880,807,820,836,745,punio
5183,880,812,804,841,746,punio
5261,880,823,839,849,749,punio
5340,880,831,842,859,751,punio
5417,880,836,868,867,754,punio
5496,880,840,880,874,758,punio
5574,880,844,879,880,762,punio
5653,880,850,873,884,766,punio
5731,880,856,753,890,771,punio
5810,880,862,896,894,776,punio
5888,880,868,899,898,782,punio
5966,880,871,902,901,789,punio
6044,880,874,903,903,796,punio
6123,880,877,904,905,801,punio
6201,880,879,904,908,808,punio
6280,880,888,900,909,814,punio
6356,795,891,880,909,820,punio
6433,738,879,847,910,826,punio
6510,729,864,881,912,830,punio
6587,769,860,846,913,834,punio
6664,788,859,788,913,837,punio
6740,748,857,800,914,838,punio
6817,814,861,754,914,840,punio
6894,753,867,798,913,842,punio
6971,670,871,860,913,844,punio
7048,603,868,877,912,847,punio
7124,550,871,871,912,855,punio
7201,523,871,873,913,859,punio
7278,512,855,875,914,862,punio
7355,507,826,875,913,863,punio
7432,497,868,868,913,863,punio
7508,488,881,872,913,863,punio
7585,492,882,896,913,863,punio
7662,498,863,874,913,863,punio
7739,491,891,865,912,862,punio
7816,504,892,864,912,861,punio
7892,503,892,866,912,860,punio
7969,543,892,868,912,861,punio
8046,639,893,869,912,861,punio
