timestamp,pulgar,indice,corazon,anular,menique,gesto
3139,880,778,731,803,681,corazon
3223,880,779,731,802,680,corazon
3302,880,779,731,803,680,corazon
3380,880,779,731,802,680,corazon
3459,880,778,731,803,680,corazon
3536,880,777,731,803,679,corazon
3615,880,776,731,803,679,corazon
3693,880,775,731,802,678,corazon
3772,880,772,731,802,694,corazon
3851,880,773,731,803,696,corazon
3929,880,773,731,803,696,corazon
4007,880,773,730,803,693,corazon
4085,880,774,731,803,691,corazon
4164,880,776,731,803,688,corazon
4242,880,777,731,802,685,corazon
4321,880,778,731,803,681,corazon
4399,880,778,731,802,686,corazon
4477,880,778,731,803,684,corazon
4555,880,778,731,803,687,corazon
4634,880,778,731,802,685,corazon
4712,880,778,731,803,682,corazon
4791,880,778,731,802,683,corazon
4869,880,779,731,803,684,corazon
4947,880,778,732,805,685,corazon
5026,880,778,733,808,687,corazon
5104,880,777,738,812,734,corazon
5183,880,777,745,814,696,corazon
5261,880,777,713,815,739,corazon
5340,880,776,677,815,741,corazon
5417,880,775,716,813,741,corazon
5496,877,777,688,808,740,corazon
5573,869,764,716,805,738,corazon
5650,870,769,708,801,737,corazon
5727,875,765,702,797,735,corazon
5804,877,732,695,794,734,corazon
5880,867,762,687,793,733,corazon
5957,867,754,690,793,734,corazon
6034,873,754,689,793,733,corazon
6111,876,731,692,793,733,corazon
6188,878,741,690,793,733,corazon
6264,879,762,688,792,733,corazon
6341,879,763,690,792,733,corazon
6418,879,763,687,792,733,corazon
6496,879,763,696,794,734,corazon
6575,879,768,709,797,734,corazon
6652,879,772,748,803,734,corazon
6731,879,772,773,808,734,corazon
6809,879,773,800,811,734,corazon
6888,879,773,809,812,734,corazon
6966,879,772,818,812,734,corazon
7045,879,771,826,813,734,corazon
7122,879,771,838,815,734,corazon
7201,879,770,848,817,733,corazon
7279,879,769,862,819,733,corazon
7358,879,765,880,823,732,corazon
7437,879,752,892,826,732,corazon
7515,879,767,904,829,731,corazon
7593,879,767,916,830,731,corazon
7671,879,747,921,828,730,corazon
7750,879,737,920,827,730,corazon
7828,879,738,922,825,730,corazon
7907,879,744,923,825,730,corazon
7985,879,743,924,824,729,corazon
8064,879,761,925,822,729,corazon
8141,879,756,926,822,729,corazon
8220,879,734,926,821,728,corazon
8298,879,732,926,821,728,corazon
8377,879,732,926,821,728,corazon
8455,879,729,925,820,728,corazon
8534,879,729,925,820,728,corazon
8611,879,733,925,820,728,corazon
8690,879,725,925,820,728,corazon
8768,879,726,925,820,727,corazon
8847,879,744,924,819,727,corazon
8926,879,752,924,820,727,corazon
9004,879,750,924,819,727,corazon
9082,879,750,923,819,727,corazon
9160,879,749,923,819,727,corazon
9239,879,748,922,819,726,corazon
9317,879,747,923,819,727,corazon
9396,879,746,922,819,727,corazon
9474,879,746,922,819,727,corazon
9552,879,746,921,819,727,corazon
9630,879,747,919,820,727,corazon
9709,879,748,913,822,728,corazon
9787,879,750,910,824,728,corazon
9866,879,752,905,825,728,corazon
9945,879,755,891,827,729,corazon
10022,879,759,850,827,731,corazon
10101,879,762,822,824,733,corazon
10179,879,763,799,823,734,corazon
10258,879,764,781,822,736,corazon
10336,879,765,768,820,737,corazon
10415,879,765,752,817,737,corazon
10491,879,763,733,811,736,corazon
10568,879,763,721,806,735,corazon
10645,879,760,711,803,734,corazon
10724,879,757,701,800,733,corazon
10801,879,753,694,797,732,corazon
10878,879,751,691,795,732,corazon
10957,879,751,689,794,731,corazon
11036,879,750,688,793,731,corazon
11114,879,750,688,794,731,corazon
11193,879,750,687,793,731,corazon
11271,879,749,688,793,731,corazon
11347,879,749,688,792,731,corazon
11424,879,750,687,793,731,corazon
11501,879,750,688,792,731,corazon
11578,879,750,688,792,731,corazon
11657,879,750,687,792,731,corazon
11734,879,751,689,792,731,corazon
11810,879,752,686,793,731,corazon
11889,879,753,686,795,731,corazon
11967,879,754,688,796,731,corazon
12046,879,755,694,797,731,corazon
12124,879,756,713,799,731,corazon
12203,879,755,720,800,732,corazon
12281,879,756,716,802,732,corazon
12359,879,758,730,803,732,corazon
12438,879,762,758,806,732,corazon
12516,879,764,764,808,732,corazon
12595,879,765,764,808,732,corazon
12673,879,767,785,810,733,corazon
12751,879,767,806,813,733,corazon
12830,879,767,816,816,732,corazon
12908,879,767,823,818,732,corazon
12987,879,766,839,820,732,corazon
13065,879,767,806,820,732,corazon
13144,879,766,847,820,731,corazon
13221,879,766,858,821,731,corazon
13300,879,766,816,823,731,corazon
13379,879,765,829,823,730,corazon
13457,879,764,854,823,730,corazon
13536,879,764,834,822,730,corazon
13614,879,762,894,821,730,corazon
13692,879,760,850,820,729,corazon
13770,879,759,853,820,729,corazon
13849,879,758,860,820,729,corazon
13928,879,757,859,820,729,corazon
14006,879,756,855,819,729,corazon
14085,879,755,849,819,728,corazon
14162,879,754,918,819,728,corazon
14241,879,754,859,818,728,corazon
14320,879,753,849,818,728,corazon
14398,879,752,917,819,727,corazon
14477,879,752,913,818,727,corazon
14555,879,752,887,818,727,corazon
14633,879,751,907,818,727,corazon
14711,879,751,918,818,727,corazon
14790,879,751,917,817,728,corazon
14869,879,751,916,818,727,corazon
14947,879,752,917,817,727,corazon
15026,879,752,915,818,727,corazon
15104,879,754,898,822,728,corazon
15182,879,758,847,824,729,corazon
15260,879,761,851,825,730,corazon
15339,879,764,819,825,731,corazon
15416,857,765,787,823,731,corazon
15493,868,767,761,822,733,corazon
15569,874,768,734,820,733,corazon
15646,877,768,714,816,734,corazon
15723,878,767,693,813,734,corazon
15802,879,765,679,809,734,corazon
15879,879,761,636,806,733,corazon
15955,793,757,657,802,732,corazon
16032,711,753,650,799,731,corazon
16109,614,750,602,797,731,corazon
16186,559,750,672,795,731,corazon
