timestamp,pulgar,indice,corazon,anular,menique,gesto
3139,880,748,732,805,745,corazon
3223,880,748,732,804,746,corazon
3302,880,748,732,805,745,corazon
3380,880,748,732,805,746,corazon
3459,880,748,732,805,745,corazon
3536,880,748,732,805,745,corazon
3615,880,748,732,805,745,corazon
3693,880,748,733,805,745,corazon
3772,880,748,732,804,745,corazon
3850,880,748,732,805,745,corazon
3929,880,748,732,805,746,corazon
4007,880,748,732,805,745,corazon
4085,880,748,732,805,745,corazon
4164,880,748,732,804,745,corazon
4242,880,749,733,805,745,corazon
4321,880,748,732,805,745,corazon
4399,880,748,732,805,745,corazon
4477,880,748,732,805,746,corazon
4555,880,748,732,805,745,corazon
4634,880,749,732,805,745,corazon
4712,880,748,732,805,745,corazon
4791,880,748,732,805,746,corazon
4869,880,748,732,805,746,corazon
4947,880,749,733,805,745,corazon
5025,880,748,732,805,746,corazon
5104,880,749,732,805,746,corazon
5183,880,749,733,805,746,corazon
5261,880,748,734,806,746,corazon
5340,880,747,745,808,746,corazon
5417,880,748,768,812,747,corazon
5496,880,744,790,816,746,corazon
5574,880,741,814,819,745,corazon
5653,880,739,832,823,746,corazon
5731,880,738,846,829,751,corazon
5810,880,736,857,829,747,corazon
5888,880,735,861,829,746,corazon
5966,880,744,882,837,759,corazon
6044,880,749,897,844,762,corazon
6123,880,733,902,836,748,corazon
6202,880,727,910,835,744,corazon
6280,880,727,917,834,744,corazon
6359,880,727,920,834,746,corazon
6436,880,724,922,832,744,corazon
6515,880,723,923,831,743,corazon
6593,880,721,925,829,743,corazon
6672,880,719,926,830,742,corazon
6750,880,719,926,829,742,corazon
6829,880,717,927,828,742,corazon
6906,880,717,927,827,742,corazon
6985,880,716,927,826,742,corazon
7063,880,715,928,825,741,corazon
7142,880,714,927,825,741,corazon
7221,880,714,927,824,741,corazon
7299,880,713,927,824,740,corazon
7377,880,713,927,823,741,corazon
7455,880,712,926,823,741,corazon
7534,880,712,891,823,741,corazon
7612,880,712,913,823,741,corazon
7691,880,711,924,823,741,corazon
7769,880,711,922,823,741,corazon
7847,880,713,917,824,741,corazon
7925,880,715,911,825,741,corazon
8004,880,719,897,827,742,corazon
8082,880,725,875,829,743,corazon
8161,880,730,842,831,745,corazon
8239,880,734,827,831,745,corazon
8317,880,737,806,830,746,corazon
8395,880,743,775,825,747,corazon
8474,880,746,755,822,747,corazon
8551,880,745,741,818,748,corazon
8630,880,737,725,814,747,corazon
8707,682,731,708,809,746,corazon
8783,607,726,698,804,745,corazon
8860,567,722,692,800,744,corazon
8937,550,719,689,798,744,corazon
9014,544,720,688,796,744,corazon
9091,544,720,687,796,744,corazon
9167,555,720,687,795,744,corazon
9244,581,720,687,795,744,corazon
9321,573,720,687,795,743,corazon
9398,570,725,687,795,743,corazon
9475,569,739,686,795,744,corazon
9551,563,732,688,795,744,corazon
9628,561,740,689,796,744,corazon
9705,574,752,681,796,744,corazon
9782,698,750,699,798,744,corazon
9859,788,728,711,799,745,corazon
9935,834,757,720,800,745,corazon
10012,857,732,729,801,745,corazon
10089,868,735,738,803,745,corazon
10166,874,740,752,807,748,corazon
10243,877,742,775,808,747,corazon
10319,878,748,792,811,750,corazon
10397,879,746,796,810,748,corazon
10476,879,747,810,809,748,corazon
10554,879,749,827,811,747,corazon
10633,879,750,839,812,748,corazon
10711,879,751,848,814,748,corazon
10789,879,751,863,817,747,corazon
10868,879,752,874,820,747,corazon
10946,879,752,879,821,747,corazon
11025,879,753,887,823,747,corazon
11103,879,754,896,826,747,corazon
11182,879,754,904,827,746,corazon
11260,879,755,910,828,747,corazon
11338,879,757,915,829,747,corazon
11417,879,757,917,829,746,corazon
11495,879,757,920,828,746,corazon
11574,879,757,921,828,746,corazon
11652,879,760,922,827,746,corazon
11730,879,761,922,827,746,corazon
11809,879,761,922,825,746,corazon
11887,879,761,922,823,746,corazon
11966,879,760,922,819,746,corazon
12044,879,760,922,816,746,corazon
12123,879,762,923,815,746,corazon
12200,879,766,925,817,750,corazon
12279,879,766,926,817,752,corazon
12358,879,768,926,818,753,corazon
12436,879,769,926,818,754,corazon
12515,879,772,927,819,756,corazon
12593,879,771,926,819,755,corazon
12672,879,771,927,818,755,corazon
12750,879,775,929,822,759,corazon
12828,879,767,926,814,751,corazon
12907,879,766,924,814,750,corazon
12985,879,766,922,815,750,corazon
13064,879,766,913,816,748,corazon
13142,879,763,845,816,749,corazon
13220,879,761,766,812,749,corazon
13299,879,763,747,814,752,corazon
13377,879,790,768,834,781,corazon
13454,879,787,751,830,779,corazon
13531,879,781,736,827,780,corazon
13607,879,753,704,805,758,corazon
13684,781,749,703,803,757,corazon
13761,685,747,701,802,757,corazon
13838,629,747,701,801,757,corazon
13915,591,743,698,799,754,corazon
13991,588,741,696,798,753,corazon
14068,592,746,705,803,760,corazon
14146,587,735,705,804,761,corazon
14223,592,736,705,803,760,corazon
14300,620,738,705,804,760,corazon
14376,750,741,703,802,757,corazon
14453,815,742,706,801,754,corazon
14530,847,741,715,804,756,corazon
14607,863,741,716,803,756,corazon
14684,871,744,718,804,756,corazon
14761,875,760,724,803,754,corazon
14840,877,752,744,807,755,corazon
14918,878,745,762,806,752,corazon
14997,879,752,798,810,755,corazon
15076,879,752,817,810,754,corazon
15154,879,759,823,809,750,corazon
15233,879,769,844,814,755,corazon
15310,879,769,862,817,755,corazon
15389,879,787,879,821,755,corazon
15468,879,787,892,820,754,corazon
15546,879,789,901,820,755,corazon
15625,879,788,904,818,752,corazon
15703,879,790,908,819,755,corazon
15781,879,790,911,819,754,corazon
15859,879,790,915,819,754,corazon
15938,879,791,917,818,754,corazon
16017,879,791,920,818,754,corazon
16095,879,792,923,818,754,corazon
