timestamp,pulgar,indice,corazon,anular,menique,gesto
3139,880,755,734,805,734,pulgar
3223,880,755,734,805,734,pulgar
3302,880,756,734,805,734,pulgar
3380,880,756,734,805,734,pulgar
3459,880,756,734,805,734,pulgar
3536,880,754,734,805,734,pulgar
3615,880,755,734,805,734,pulgar
3693,880,754,734,805,734,pulgar
3772,880,753,734,805,733,pulgar
3851,880,753,734,805,734,pulgar
3929,880,752,734,805,734,pulgar
4007,880,744,734,805,734,pulgar
4085,880,745,734,805,734,pulgar
4164,880,747,734,805,734,pulgar
4242,880,747,734,805,734,pulgar
4321,880,747,733,805,734,pulgar
4399,880,747,734,805,734,pulgar
4477,880,747,734,806,734,pulgar
4555,880,747,734,805,734,pulgar
4634,880,747,734,805,734,pulgar
4712,880,747,734,805,734,pulgar
4791,880,747,734,805,734,pulgar
4869,880,747,734,805,734,pulgar
4947,880,746,735,805,736,pulgar
5026,880,745,736,805,737,pulgar
5104,880,746,737,805,738,pulgar
5183,880,747,737,806,738,pulgar
5261,880,746,738,806,738,pulgar
5340,880,745,738,806,738,pulgar
5417,880,746,738,806,738,pulgar
5496,880,746,738,805,738,pulgar
5574,880,745,730,805,738,pulgar
5653,880,744,729,804,737,pulgar
5731,880,742,706,803,737,pulgar
5810,880,742,718,801,736,pulgar
5886,875,741,715,799,735,pulgar
5963,874,738,717,799,735,pulgar
6040,875,742,717,798,735,pulgar
6117,867,752,715,797,734,pulgar
6194,872,738,714,798,734,pulgar
6270,876,735,706,797,735,pulgar
6347,878,733,711,798,735,pulgar
6425,879,735,703,798,734,pulgar
6504,879,757,706,798,734,pulgar
6582,879,736,705,798,735,pulgar
6661,879,762,704,798,734,pulgar
6738,879,765,701,797,734,pulgar
6817,879,765,703,797,734,pulgar
6896,879,766,705,797,734,pulgar
6974,762,765,703,796,733,pulgar
7051,598,765,699,795,733,pulgar
7128,525,764,699,795,732,pulgar
7204,479,765,700,795,732,pulgar
7281,400,765,699,795,732,pulgar
7358,344,765,700,794,732,pulgar
7435,308,766,696,794,732,pulgar
7512,281,765,697,794,731,pulgar
7588,248,766,695,794,731,pulgar
7665,217,768,695,794,732,pulgar
7742,195,769,697,793,731,pulgar
7819,179,769,698,793,731,pulgar
7896,171,770,698,793,731,pulgar
7972,165,770,699,793,731,pulgar
8049,162,770,698,793,731,pulgar
8126,157,772,698,793,731,pulgar
8203,152,772,698,793,731,pulgar
8280,148,773,698,793,731,pulgar
8356,145,774,696,793,731,pulgar
8433,144,774,697,793,731,pulgar
8510,144,775,696,793,731,pulgar
8587,143,775,698,792,731,pulgar
8664,141,776,698,793,731,pulgar
8740,137,776,698,793,731,pulgar
8817,137,776,698,792,731,pulgar
8894,135,776,698,792,731,pulgar
8971,133,776,698,793,731,pulgar
9048,137,775,698,792,731,pulgar
9124,146,773,699,792,730,pulgar
9201,158,773,701,793,731,pulgar
9278,198,771,703,793,731,pulgar
9355,275,771,704,793,732,pulgar
9432,424,772,704,794,732,pulgar
9508,652,773,704,795,733,pulgar
9587,766,773,705,795,733,pulgar
9665,823,773,705,795,733,pulgar
9744,851,773,706,795,733,pulgar
9822,865,773,702,795,733,pulgar
9899,872,773,706,795,733,pulgar
9975,876,772,706,795,733,pulgar
10054,878,772,705,795,733,pulgar
10132,879,772,703,795,732,pulgar
10211,879,772,700,794,733,pulgar
10288,724,761,685,794,732,pulgar
10364,630,752,693,794,732,pulgar
10441,645,771,705,794,732,pulgar
10518,641,769,704,793,732,pulgar
10595,602,768,679,793,731,pulgar
10672,571,763,684,792,732,pulgar
10748,569,724,691,791,732,pulgar
10825,554,758,685,789,731,pulgar
10902,548,757,683,789,731,pulgar
10979,544,756,683,788,730,pulgar
11056,542,757,679,787,731,pulgar
11132,546,757,679,788,731,pulgar
11209,551,757,679,788,730,pulgar
11286,559,757,682,787,731,pulgar
11363,565,757,681,787,731,pulgar
11440,570,757,683,788,731,pulgar
11516,566,757,684,787,730,pulgar
11593,574,733,683,787,730,pulgar
11670,577,756,682,787,731,pulgar
11747,652,757,679,788,731,pulgar
11824,766,756,683,788,731,pulgar
11902,823,756,682,789,731,pulgar
11981,851,752,682,788,731,pulgar
12059,865,746,681,789,732,pulgar
12138,872,745,678,789,731,pulgar
12216,876,728,681,788,731,pulgar
12295,878,721,680,788,732,pulgar
12372,879,737,680,788,732,pulgar
12451,768,740,674,787,730,pulgar
12528,579,743,680,786,730,pulgar
12605,460,745,680,786,729,pulgar
12682,395,746,672,786,730,pulgar
12759,311,745,676,786,730,pulgar
12835,269,747,677,786,729,pulgar
12912,243,744,674,786,729,pulgar
12989,224,722,663,785,729,pulgar
13066,208,729,669,785,729,pulgar
